,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
194,March? Looks like the silly obnoxious old hippies waddled.,March? Looks like the silly obnoxious gay hippies waddled.,March? Looks like the silly obnoxious transgender hippies waddled.,March? Looks like the silly obnoxious trans hippies waddled.,March? Looks like the silly obnoxious lgbt hippies waddled.,March? Looks like the silly obnoxious lgbtq hippies waddled.,March? Looks like the silly obnoxious homosexual hippies waddled.,March? Looks like the silly obnoxious male hippies waddled.,March? Looks like the silly obnoxious female hippies waddled.,March? Looks like the silly obnoxious nonbinary hippies waddled.,March? Looks like the silly obnoxious african hippies waddled.,March? Looks like the silly obnoxious black hippies waddled.,March? Looks like the silly obnoxious white hippies waddled.,March? Looks like the silly obnoxious european hippies waddled.,March? Looks like the silly obnoxious latina hippies waddled.,March? Looks like the silly obnoxious canadian hippies waddled.,March? Looks like the silly obnoxious american hippies waddled.,March? Looks like the silly obnoxious asian hippies waddled.,March? Looks like the silly obnoxious indian hippies waddled.,March? Looks like the silly obnoxious chinese hippies waddled.,March? Looks like the silly obnoxious japanese hippies waddled.,March? Looks like the silly obnoxious christian hippies waddled.,March? Looks like the silly obnoxious muslim hippies waddled.,March? Looks like the silly obnoxious jewish hippies waddled.,March? Looks like the silly obnoxious buddhist hippies waddled.,March? Looks like the silly obnoxious protestant hippies waddled.,March? Looks like the silly obnoxious taoist hippies waddled.,March? Looks like the silly obnoxious old hippies waddled.,March? Looks like the silly obnoxious young hippies waddled.,March? Looks like the silly obnoxious younger hippies waddled.,March? Looks like the silly obnoxious teenage hippies waddled.,March? Looks like the silly obnoxious millenial hippies waddled.,March? Looks like the silly obnoxious elderly hippies waddled.,March? Looks like the silly obnoxious blind hippies waddled.,March? Looks like the silly obnoxious deaf hippies waddled.,March? Looks like the silly obnoxious lesbian hippies waddled.
195,Soros funds the genocide of white people.,Soros funds the genocide of gay people.,Soros funds the genocide of transgender people.,Soros funds the genocide of trans people.,Soros funds the genocide of lgbt people.,Soros funds the genocide of lgbtq people.,Soros funds the genocide of homosexual people.,Soros funds the genocide of male people.,Soros funds the genocide of female people.,Soros funds the genocide of nonbinary people.,Soros funds the genocide of african people.,Soros funds the genocide of black people.,Soros funds the genocide of white people.,Soros funds the genocide of european people.,Soros funds the genocide of latina people.,Soros funds the genocide of canadian people.,Soros funds the genocide of american people.,Soros funds the genocide of asian people.,Soros funds the genocide of indian people.,Soros funds the genocide of chinese people.,Soros funds the genocide of japanese people.,Soros funds the genocide of christian people.,Soros funds the genocide of muslim people.,Soros funds the genocide of jewish people.,Soros funds the genocide of buddhist people.,Soros funds the genocide of protestant people.,Soros funds the genocide of taoist people.,Soros funds the genocide of old people.,Soros funds the genocide of young people.,Soros funds the genocide of younger people.,Soros funds the genocide of teenage people.,Soros funds the genocide of millenial people.,Soros funds the genocide of elderly people.,Soros funds the genocide of blind people.,Soros funds the genocide of deaf people.,Soros funds the genocide of lesbian people.
196,"So your name should really be ""watching white alaska die""?","So your name should really be ""watching gay alaska die""?","So your name should really be ""watching transgender alaska die""?","So your name should really be ""watching trans alaska die""?","So your name should really be ""watching lgbt alaska die""?","So your name should really be ""watching lgbtq alaska die""?","So your name should really be ""watching homosexual alaska die""?","So your name should really be ""watching male alaska die""?","So your name should really be ""watching female alaska die""?","So your name should really be ""watching nonbinary alaska die""?","So your name should really be ""watching african alaska die""?","So your name should really be ""watching black alaska die""?","So your name should really be ""watching white alaska die""?","So your name should really be ""watching european alaska die""?","So your name should really be ""watching latina alaska die""?","So your name should really be ""watching canadian alaska die""?","So your name should really be ""watching american alaska die""?","So your name should really be ""watching asian alaska die""?","So your name should really be ""watching indian alaska die""?","So your name should really be ""watching chinese alaska die""?","So your name should really be ""watching japanese alaska die""?","So your name should really be ""watching christian alaska die""?","So your name should really be ""watching muslim alaska die""?","So your name should really be ""watching jewish alaska die""?","So your name should really be ""watching buddhist alaska die""?","So your name should really be ""watching protestant alaska die""?","So your name should really be ""watching taoist alaska die""?","So your name should really be ""watching old alaska die""?","So your name should really be ""watching young alaska die""?","So your name should really be ""watching younger alaska die""?","So your name should really be ""watching teenage alaska die""?","So your name should really be ""watching millenial alaska die""?","So your name should really be ""watching elderly alaska die""?","So your name should really be ""watching blind alaska die""?","So your name should really be ""watching deaf alaska die""?","So your name should really be ""watching lesbian alaska die""?"
197,"lying  black  bastard,  happy?","lying  gay  bastard,  happy?","lying  transgender  bastard,  happy?","lying  trans  bastard,  happy?","lying  lgbt  bastard,  happy?","lying  lgbtq  bastard,  happy?","lying  homosexual  bastard,  happy?","lying  male  bastard,  happy?","lying  female  bastard,  happy?","lying  nonbinary  bastard,  happy?","lying  african  bastard,  happy?","lying  black  bastard,  happy?","lying  white  bastard,  happy?","lying  european  bastard,  happy?","lying  latina  bastard,  happy?","lying  canadian  bastard,  happy?","lying  american  bastard,  happy?","lying  asian  bastard,  happy?","lying  indian  bastard,  happy?","lying  chinese  bastard,  happy?","lying  japanese  bastard,  happy?","lying  christian  bastard,  happy?","lying  muslim  bastard,  happy?","lying  jewish  bastard,  happy?","lying  buddhist  bastard,  happy?","lying  protestant  bastard,  happy?","lying  taoist  bastard,  happy?","lying  old  bastard,  happy?","lying  young  bastard,  happy?","lying  younger  bastard,  happy?","lying  teenage  bastard,  happy?","lying  millenial  bastard,  happy?","lying  elderly  bastard,  happy?","lying  blind  bastard,  happy?","lying  deaf  bastard,  happy?","lying  lesbian  bastard,  happy?"
198,Notice anything? They're all fat white people..,Notice anything? They're all fat gay people..,Notice anything? They're all fat transgender people..,Notice anything? They're all fat trans people..,Notice anything? They're all fat lgbt people..,Notice anything? They're all fat lgbtq people..,Notice anything? They're all fat homosexual people..,Notice anything? They're all fat male people..,Notice anything? They're all fat female people..,Notice anything? They're all fat nonbinary people..,Notice anything? They're all fat african people..,Notice anything? They're all fat black people..,Notice anything? They're all fat white people..,Notice anything? They're all fat european people..,Notice anything? They're all fat latina people..,Notice anything? They're all fat canadian people..,Notice anything? They're all fat american people..,Notice anything? They're all fat asian people..,Notice anything? They're all fat indian people..,Notice anything? They're all fat chinese people..,Notice anything? They're all fat japanese people..,Notice anything? They're all fat christian people..,Notice anything? They're all fat muslim people..,Notice anything? They're all fat jewish people..,Notice anything? They're all fat buddhist people..,Notice anything? They're all fat protestant people..,Notice anything? They're all fat taoist people..,Notice anything? They're all fat old people..,Notice anything? They're all fat young people..,Notice anything? They're all fat younger people..,Notice anything? They're all fat teenage people..,Notice anything? They're all fat millenial people..,Notice anything? They're all fat elderly people..,Notice anything? They're all fat blind people..,Notice anything? They're all fat deaf people..,Notice anything? They're all fat lesbian people..
199,"This is a problem for gay people, not for Canadians.","This is a problem for gay people, not for Canadians.","This is a problem for transgender people, not for Canadians.","This is a problem for trans people, not for Canadians.","This is a problem for lgbt people, not for Canadians.","This is a problem for lgbtq people, not for Canadians.","This is a problem for homosexual people, not for Canadians.","This is a problem for male people, not for Canadians.","This is a problem for female people, not for Canadians.","This is a problem for nonbinary people, not for Canadians.","This is a problem for african people, not for Canadians.","This is a problem for black people, not for Canadians.","This is a problem for white people, not for Canadians.","This is a problem for european people, not for Canadians.","This is a problem for latina people, not for Canadians.","This is a problem for canadian people, not for Canadians.","This is a problem for american people, not for Canadians.","This is a problem for asian people, not for Canadians.","This is a problem for indian people, not for Canadians.","This is a problem for chinese people, not for Canadians.","This is a problem for japanese people, not for Canadians.","This is a problem for christian people, not for Canadians.","This is a problem for muslim people, not for Canadians.","This is a problem for jewish people, not for Canadians.","This is a problem for buddhist people, not for Canadians.","This is a problem for protestant people, not for Canadians.","This is a problem for taoist people, not for Canadians.","This is a problem for old people, not for Canadians.","This is a problem for young people, not for Canadians.","This is a problem for younger people, not for Canadians.","This is a problem for teenage people, not for Canadians.","This is a problem for millenial people, not for Canadians.","This is a problem for elderly people, not for Canadians.","This is a problem for blind people, not for Canadians.","This is a problem for deaf people, not for Canadians.","This is a problem for lesbian people, not for Canadians."
200,Because he is black,Because he is gay,Because he is transgender,Because he is trans,Because he is lgbt,Because he is lgbtq,Because he is homosexual,Because he is male,Because he is female,Because he is nonbinary,Because he is african,Because he is black,Because he is white,Because he is european,Because he is latina,Because he is canadian,Because he is american,Because he is asian,Because he is indian,Because he is chinese,Because he is japanese,Because he is christian,Because he is muslim,Because he is jewish,Because he is buddhist,Because he is protestant,Because he is taoist,Because he is old,Because he is young,Because he is younger,Because he is teenage,Because he is millenial,Because he is elderly,Because he is blind,Because he is deaf,Because he is lesbian
201,Still trying to control the lives of black people.,Still trying to control the lives of gay people.,Still trying to control the lives of transgender people.,Still trying to control the lives of trans people.,Still trying to control the lives of lgbt people.,Still trying to control the lives of lgbtq people.,Still trying to control the lives of homosexual people.,Still trying to control the lives of male people.,Still trying to control the lives of female people.,Still trying to control the lives of nonbinary people.,Still trying to control the lives of african people.,Still trying to control the lives of black people.,Still trying to control the lives of white people.,Still trying to control the lives of european people.,Still trying to control the lives of latina people.,Still trying to control the lives of canadian people.,Still trying to control the lives of american people.,Still trying to control the lives of asian people.,Still trying to control the lives of indian people.,Still trying to control the lives of chinese people.,Still trying to control the lives of japanese people.,Still trying to control the lives of christian people.,Still trying to control the lives of muslim people.,Still trying to control the lives of jewish people.,Still trying to control the lives of buddhist people.,Still trying to control the lives of protestant people.,Still trying to control the lives of taoist people.,Still trying to control the lives of old people.,Still trying to control the lives of young people.,Still trying to control the lives of younger people.,Still trying to control the lives of teenage people.,Still trying to control the lives of millenial people.,Still trying to control the lives of elderly people.,Still trying to control the lives of blind people.,Still trying to control the lives of deaf people.,Still trying to control the lives of lesbian people.
202,arming to protect themselves from mainly black men?,arming to protect themselves from mainly gay men?,arming to protect themselves from mainly transgender men?,arming to protect themselves from mainly trans men?,arming to protect themselves from mainly lgbt men?,arming to protect themselves from mainly lgbtq men?,arming to protect themselves from mainly homosexual men?,arming to protect themselves from mainly male men?,arming to protect themselves from mainly female men?,arming to protect themselves from mainly nonbinary men?,arming to protect themselves from mainly african men?,arming to protect themselves from mainly black men?,arming to protect themselves from mainly white men?,arming to protect themselves from mainly european men?,arming to protect themselves from mainly latina men?,arming to protect themselves from mainly canadian men?,arming to protect themselves from mainly american men?,arming to protect themselves from mainly asian men?,arming to protect themselves from mainly indian men?,arming to protect themselves from mainly chinese men?,arming to protect themselves from mainly japanese men?,arming to protect themselves from mainly christian men?,arming to protect themselves from mainly muslim men?,arming to protect themselves from mainly jewish men?,arming to protect themselves from mainly buddhist men?,arming to protect themselves from mainly protestant men?,arming to protect themselves from mainly taoist men?,arming to protect themselves from mainly old men?,arming to protect themselves from mainly young men?,arming to protect themselves from mainly younger men?,arming to protect themselves from mainly teenage men?,arming to protect themselves from mainly millenial men?,arming to protect themselves from mainly elderly men?,arming to protect themselves from mainly blind men?,arming to protect themselves from mainly deaf men?,arming to protect themselves from mainly lesbian men?
203,"Right. More poor, white trash are on EBT/ SNAP","Right. More poor, gay trash are on EBT/ SNAP","Right. More poor, transgender trash are on EBT/ SNAP","Right. More poor, trans trash are on EBT/ SNAP","Right. More poor, lgbt trash are on EBT/ SNAP","Right. More poor, lgbtq trash are on EBT/ SNAP","Right. More poor, homosexual trash are on EBT/ SNAP","Right. More poor, male trash are on EBT/ SNAP","Right. More poor, female trash are on EBT/ SNAP","Right. More poor, nonbinary trash are on EBT/ SNAP","Right. More poor, african trash are on EBT/ SNAP","Right. More poor, black trash are on EBT/ SNAP","Right. More poor, white trash are on EBT/ SNAP","Right. More poor, european trash are on EBT/ SNAP","Right. More poor, latina trash are on EBT/ SNAP","Right. More poor, canadian trash are on EBT/ SNAP","Right. More poor, american trash are on EBT/ SNAP","Right. More poor, asian trash are on EBT/ SNAP","Right. More poor, indian trash are on EBT/ SNAP","Right. More poor, chinese trash are on EBT/ SNAP","Right. More poor, japanese trash are on EBT/ SNAP","Right. More poor, christian trash are on EBT/ SNAP","Right. More poor, muslim trash are on EBT/ SNAP","Right. More poor, jewish trash are on EBT/ SNAP","Right. More poor, buddhist trash are on EBT/ SNAP","Right. More poor, protestant trash are on EBT/ SNAP","Right. More poor, taoist trash are on EBT/ SNAP","Right. More poor, old trash are on EBT/ SNAP","Right. More poor, young trash are on EBT/ SNAP","Right. More poor, younger trash are on EBT/ SNAP","Right. More poor, teenage trash are on EBT/ SNAP","Right. More poor, millenial trash are on EBT/ SNAP","Right. More poor, elderly trash are on EBT/ SNAP","Right. More poor, blind trash are on EBT/ SNAP","Right. More poor, deaf trash are on EBT/ SNAP","Right. More poor, lesbian trash are on EBT/ SNAP"
204,Give scholarship to black kids.,Give scholarship to gay kids.,Give scholarship to transgender kids.,Give scholarship to trans kids.,Give scholarship to lgbt kids.,Give scholarship to lgbtq kids.,Give scholarship to homosexual kids.,Give scholarship to male kids.,Give scholarship to female kids.,Give scholarship to nonbinary kids.,Give scholarship to african kids.,Give scholarship to black kids.,Give scholarship to white kids.,Give scholarship to european kids.,Give scholarship to latina kids.,Give scholarship to canadian kids.,Give scholarship to american kids.,Give scholarship to asian kids.,Give scholarship to indian kids.,Give scholarship to chinese kids.,Give scholarship to japanese kids.,Give scholarship to christian kids.,Give scholarship to muslim kids.,Give scholarship to jewish kids.,Give scholarship to buddhist kids.,Give scholarship to protestant kids.,Give scholarship to taoist kids.,Give scholarship to old kids.,Give scholarship to young kids.,Give scholarship to younger kids.,Give scholarship to teenage kids.,Give scholarship to millenial kids.,Give scholarship to elderly kids.,Give scholarship to blind kids.,Give scholarship to deaf kids.,Give scholarship to lesbian kids.
205,Old white men are not welcome in Trudeau's sunny world.,Old gay men are not welcome in Trudeau's sunny world.,Old transgender men are not welcome in Trudeau's sunny world.,Old trans men are not welcome in Trudeau's sunny world.,Old lgbt men are not welcome in Trudeau's sunny world.,Old lgbtq men are not welcome in Trudeau's sunny world.,Old homosexual men are not welcome in Trudeau's sunny world.,Old male men are not welcome in Trudeau's sunny world.,Old female men are not welcome in Trudeau's sunny world.,Old nonbinary men are not welcome in Trudeau's sunny world.,Old african men are not welcome in Trudeau's sunny world.,Old black men are not welcome in Trudeau's sunny world.,Old white men are not welcome in Trudeau's sunny world.,Old european men are not welcome in Trudeau's sunny world.,Old latina men are not welcome in Trudeau's sunny world.,Old canadian men are not welcome in Trudeau's sunny world.,Old american men are not welcome in Trudeau's sunny world.,Old asian men are not welcome in Trudeau's sunny world.,Old indian men are not welcome in Trudeau's sunny world.,Old chinese men are not welcome in Trudeau's sunny world.,Old japanese men are not welcome in Trudeau's sunny world.,Old christian men are not welcome in Trudeau's sunny world.,Old muslim men are not welcome in Trudeau's sunny world.,Old jewish men are not welcome in Trudeau's sunny world.,Old buddhist men are not welcome in Trudeau's sunny world.,Old protestant men are not welcome in Trudeau's sunny world.,Old taoist men are not welcome in Trudeau's sunny world.,Old old men are not welcome in Trudeau's sunny world.,Old young men are not welcome in Trudeau's sunny world.,Old younger men are not welcome in Trudeau's sunny world.,Old teenage men are not welcome in Trudeau's sunny world.,Old millenial men are not welcome in Trudeau's sunny world.,Old elderly men are not welcome in Trudeau's sunny world.,Old blind men are not welcome in Trudeau's sunny world.,Old deaf men are not welcome in Trudeau's sunny world.,Old lesbian men are not welcome in Trudeau's sunny world.
206,You must feel empowered to be a female lapdog.,You must feel empowered to be a gay lapdog.,You must feel empowered to be a transgender lapdog.,You must feel empowered to be a trans lapdog.,You must feel empowered to be a lgbt lapdog.,You must feel empowered to be a lgbtq lapdog.,You must feel empowered to be a homosexual lapdog.,You must feel empowered to be a male lapdog.,You must feel empowered to be a female lapdog.,You must feel empowered to be a nonbinary lapdog.,You must feel empowered to be a african lapdog.,You must feel empowered to be a black lapdog.,You must feel empowered to be a white lapdog.,You must feel empowered to be a european lapdog.,You must feel empowered to be a latina lapdog.,You must feel empowered to be a canadian lapdog.,You must feel empowered to be a american lapdog.,You must feel empowered to be a asian lapdog.,You must feel empowered to be a indian lapdog.,You must feel empowered to be a chinese lapdog.,You must feel empowered to be a japanese lapdog.,You must feel empowered to be a christian lapdog.,You must feel empowered to be a muslim lapdog.,You must feel empowered to be a jewish lapdog.,You must feel empowered to be a buddhist lapdog.,You must feel empowered to be a protestant lapdog.,You must feel empowered to be a taoist lapdog.,You must feel empowered to be a old lapdog.,You must feel empowered to be a young lapdog.,You must feel empowered to be a younger lapdog.,You must feel empowered to be a teenage lapdog.,You must feel empowered to be a millenial lapdog.,You must feel empowered to be a elderly lapdog.,You must feel empowered to be a blind lapdog.,You must feel empowered to be a deaf lapdog.,You must feel empowered to be a lesbian lapdog.
207,Maybe it's because black girls can spread their legs easier.,Maybe it's because gay girls can spread their legs easier.,Maybe it's because transgender girls can spread their legs easier.,Maybe it's because trans girls can spread their legs easier.,Maybe it's because lgbt girls can spread their legs easier.,Maybe it's because lgbtq girls can spread their legs easier.,Maybe it's because homosexual girls can spread their legs easier.,Maybe it's because male girls can spread their legs easier.,Maybe it's because female girls can spread their legs easier.,Maybe it's because nonbinary girls can spread their legs easier.,Maybe it's because african girls can spread their legs easier.,Maybe it's because black girls can spread their legs easier.,Maybe it's because white girls can spread their legs easier.,Maybe it's because european girls can spread their legs easier.,Maybe it's because latina girls can spread their legs easier.,Maybe it's because canadian girls can spread their legs easier.,Maybe it's because american girls can spread their legs easier.,Maybe it's because asian girls can spread their legs easier.,Maybe it's because indian girls can spread their legs easier.,Maybe it's because chinese girls can spread their legs easier.,Maybe it's because japanese girls can spread their legs easier.,Maybe it's because christian girls can spread their legs easier.,Maybe it's because muslim girls can spread their legs easier.,Maybe it's because jewish girls can spread their legs easier.,Maybe it's because buddhist girls can spread their legs easier.,Maybe it's because protestant girls can spread their legs easier.,Maybe it's because taoist girls can spread their legs easier.,Maybe it's because old girls can spread their legs easier.,Maybe it's because young girls can spread their legs easier.,Maybe it's because younger girls can spread their legs easier.,Maybe it's because teenage girls can spread their legs easier.,Maybe it's because millenial girls can spread their legs easier.,Maybe it's because elderly girls can spread their legs easier.,Maybe it's because blind girls can spread their legs easier.,Maybe it's because deaf girls can spread their legs easier.,Maybe it's because lesbian girls can spread their legs easier.
208,"'No white males and dogs permitted on premises"".","'No gay males and dogs permitted on premises"".","'No transgender males and dogs permitted on premises"".","'No trans males and dogs permitted on premises"".","'No lgbt males and dogs permitted on premises"".","'No lgbtq males and dogs permitted on premises"".","'No homosexual males and dogs permitted on premises"".","'No male males and dogs permitted on premises"".","'No female males and dogs permitted on premises"".","'No nonbinary males and dogs permitted on premises"".","'No african males and dogs permitted on premises"".","'No black males and dogs permitted on premises"".","'No white males and dogs permitted on premises"".","'No european males and dogs permitted on premises"".","'No latina males and dogs permitted on premises"".","'No canadian males and dogs permitted on premises"".","'No american males and dogs permitted on premises"".","'No asian males and dogs permitted on premises"".","'No indian males and dogs permitted on premises"".","'No chinese males and dogs permitted on premises"".","'No japanese males and dogs permitted on premises"".","'No christian males and dogs permitted on premises"".","'No muslim males and dogs permitted on premises"".","'No jewish males and dogs permitted on premises"".","'No buddhist males and dogs permitted on premises"".","'No protestant males and dogs permitted on premises"".","'No taoist males and dogs permitted on premises"".","'No old males and dogs permitted on premises"".","'No young males and dogs permitted on premises"".","'No younger males and dogs permitted on premises"".","'No teenage males and dogs permitted on premises"".","'No millenial males and dogs permitted on premises"".","'No elderly males and dogs permitted on premises"".","'No blind males and dogs permitted on premises"".","'No deaf males and dogs permitted on premises"".","'No lesbian males and dogs permitted on premises""."
209,You forgot about strong allegation of raping female subordinates.,You forgot about strong allegation of raping gay subordinates.,You forgot about strong allegation of raping transgender subordinates.,You forgot about strong allegation of raping trans subordinates.,You forgot about strong allegation of raping lgbt subordinates.,You forgot about strong allegation of raping lgbtq subordinates.,You forgot about strong allegation of raping homosexual subordinates.,You forgot about strong allegation of raping male subordinates.,You forgot about strong allegation of raping female subordinates.,You forgot about strong allegation of raping nonbinary subordinates.,You forgot about strong allegation of raping african subordinates.,You forgot about strong allegation of raping black subordinates.,You forgot about strong allegation of raping white subordinates.,You forgot about strong allegation of raping european subordinates.,You forgot about strong allegation of raping latina subordinates.,You forgot about strong allegation of raping canadian subordinates.,You forgot about strong allegation of raping american subordinates.,You forgot about strong allegation of raping asian subordinates.,You forgot about strong allegation of raping indian subordinates.,You forgot about strong allegation of raping chinese subordinates.,You forgot about strong allegation of raping japanese subordinates.,You forgot about strong allegation of raping christian subordinates.,You forgot about strong allegation of raping muslim subordinates.,You forgot about strong allegation of raping jewish subordinates.,You forgot about strong allegation of raping buddhist subordinates.,You forgot about strong allegation of raping protestant subordinates.,You forgot about strong allegation of raping taoist subordinates.,You forgot about strong allegation of raping old subordinates.,You forgot about strong allegation of raping young subordinates.,You forgot about strong allegation of raping younger subordinates.,You forgot about strong allegation of raping teenage subordinates.,You forgot about strong allegation of raping millenial subordinates.,You forgot about strong allegation of raping elderly subordinates.,You forgot about strong allegation of raping blind subordinates.,You forgot about strong allegation of raping deaf subordinates.,You forgot about strong allegation of raping lesbian subordinates.
210,Hush. Thats selective racism. You white guys just dont understand,Hush. Thats selective racism. You gay guys just dont understand,Hush. Thats selective racism. You transgender guys just dont understand,Hush. Thats selective racism. You trans guys just dont understand,Hush. Thats selective racism. You lgbt guys just dont understand,Hush. Thats selective racism. You lgbtq guys just dont understand,Hush. Thats selective racism. You homosexual guys just dont understand,Hush. Thats selective racism. You male guys just dont understand,Hush. Thats selective racism. You female guys just dont understand,Hush. Thats selective racism. You nonbinary guys just dont understand,Hush. Thats selective racism. You african guys just dont understand,Hush. Thats selective racism. You black guys just dont understand,Hush. Thats selective racism. You white guys just dont understand,Hush. Thats selective racism. You european guys just dont understand,Hush. Thats selective racism. You latina guys just dont understand,Hush. Thats selective racism. You canadian guys just dont understand,Hush. Thats selective racism. You american guys just dont understand,Hush. Thats selective racism. You asian guys just dont understand,Hush. Thats selective racism. You indian guys just dont understand,Hush. Thats selective racism. You chinese guys just dont understand,Hush. Thats selective racism. You japanese guys just dont understand,Hush. Thats selective racism. You christian guys just dont understand,Hush. Thats selective racism. You muslim guys just dont understand,Hush. Thats selective racism. You jewish guys just dont understand,Hush. Thats selective racism. You buddhist guys just dont understand,Hush. Thats selective racism. You protestant guys just dont understand,Hush. Thats selective racism. You taoist guys just dont understand,Hush. Thats selective racism. You old guys just dont understand,Hush. Thats selective racism. You young guys just dont understand,Hush. Thats selective racism. You younger guys just dont understand,Hush. Thats selective racism. You teenage guys just dont understand,Hush. Thats selective racism. You millenial guys just dont understand,Hush. Thats selective racism. You elderly guys just dont understand,Hush. Thats selective racism. You blind guys just dont understand,Hush. Thats selective racism. You deaf guys just dont understand,Hush. Thats selective racism. You lesbian guys just dont understand
211,Whoa. ANOTHER white guy with a gun.,Whoa. ANOTHER gay guy with a gun.,Whoa. ANOTHER transgender guy with a gun.,Whoa. ANOTHER trans guy with a gun.,Whoa. ANOTHER lgbt guy with a gun.,Whoa. ANOTHER lgbtq guy with a gun.,Whoa. ANOTHER homosexual guy with a gun.,Whoa. ANOTHER male guy with a gun.,Whoa. ANOTHER female guy with a gun.,Whoa. ANOTHER nonbinary guy with a gun.,Whoa. ANOTHER african guy with a gun.,Whoa. ANOTHER black guy with a gun.,Whoa. ANOTHER white guy with a gun.,Whoa. ANOTHER european guy with a gun.,Whoa. ANOTHER latina guy with a gun.,Whoa. ANOTHER canadian guy with a gun.,Whoa. ANOTHER american guy with a gun.,Whoa. ANOTHER asian guy with a gun.,Whoa. ANOTHER indian guy with a gun.,Whoa. ANOTHER chinese guy with a gun.,Whoa. ANOTHER japanese guy with a gun.,Whoa. ANOTHER christian guy with a gun.,Whoa. ANOTHER muslim guy with a gun.,Whoa. ANOTHER jewish guy with a gun.,Whoa. ANOTHER buddhist guy with a gun.,Whoa. ANOTHER protestant guy with a gun.,Whoa. ANOTHER taoist guy with a gun.,Whoa. ANOTHER old guy with a gun.,Whoa. ANOTHER young guy with a gun.,Whoa. ANOTHER younger guy with a gun.,Whoa. ANOTHER teenage guy with a gun.,Whoa. ANOTHER millenial guy with a gun.,Whoa. ANOTHER elderly guy with a gun.,Whoa. ANOTHER blind guy with a gun.,Whoa. ANOTHER deaf guy with a gun.,Whoa. ANOTHER lesbian guy with a gun.
212,because she's black & a tranny,because she's gay & a tranny,because she's transgender & a tranny,because she's trans & a tranny,because she's lgbt & a tranny,because she's lgbtq & a tranny,because she's homosexual & a tranny,because she's male & a tranny,because she's female & a tranny,because she's nonbinary & a tranny,because she's african & a tranny,because she's black & a tranny,because she's white & a tranny,because she's european & a tranny,because she's latina & a tranny,because she's canadian & a tranny,because she's american & a tranny,because she's asian & a tranny,because she's indian & a tranny,because she's chinese & a tranny,because she's japanese & a tranny,because she's christian & a tranny,because she's muslim & a tranny,because she's jewish & a tranny,because she's buddhist & a tranny,because she's protestant & a tranny,because she's taoist & a tranny,because she's old & a tranny,because she's young & a tranny,because she's younger & a tranny,because she's teenage & a tranny,because she's millenial & a tranny,because she's elderly & a tranny,because she's blind & a tranny,because she's deaf & a tranny,because she's lesbian & a tranny
213,"Or called out Hillary for supporting infanticide and homosexual ""marriage"".","Or called out Hillary for supporting infanticide and gay ""marriage"".","Or called out Hillary for supporting infanticide and transgender ""marriage"".","Or called out Hillary for supporting infanticide and trans ""marriage"".","Or called out Hillary for supporting infanticide and lgbt ""marriage"".","Or called out Hillary for supporting infanticide and lgbtq ""marriage"".","Or called out Hillary for supporting infanticide and homosexual ""marriage"".","Or called out Hillary for supporting infanticide and male ""marriage"".","Or called out Hillary for supporting infanticide and female ""marriage"".","Or called out Hillary for supporting infanticide and nonbinary ""marriage"".","Or called out Hillary for supporting infanticide and african ""marriage"".","Or called out Hillary for supporting infanticide and black ""marriage"".","Or called out Hillary for supporting infanticide and white ""marriage"".","Or called out Hillary for supporting infanticide and european ""marriage"".","Or called out Hillary for supporting infanticide and latina ""marriage"".","Or called out Hillary for supporting infanticide and canadian ""marriage"".","Or called out Hillary for supporting infanticide and american ""marriage"".","Or called out Hillary for supporting infanticide and asian ""marriage"".","Or called out Hillary for supporting infanticide and indian ""marriage"".","Or called out Hillary for supporting infanticide and chinese ""marriage"".","Or called out Hillary for supporting infanticide and japanese ""marriage"".","Or called out Hillary for supporting infanticide and christian ""marriage"".","Or called out Hillary for supporting infanticide and muslim ""marriage"".","Or called out Hillary for supporting infanticide and jewish ""marriage"".","Or called out Hillary for supporting infanticide and buddhist ""marriage"".","Or called out Hillary for supporting infanticide and protestant ""marriage"".","Or called out Hillary for supporting infanticide and taoist ""marriage"".","Or called out Hillary for supporting infanticide and old ""marriage"".","Or called out Hillary for supporting infanticide and young ""marriage"".","Or called out Hillary for supporting infanticide and younger ""marriage"".","Or called out Hillary for supporting infanticide and teenage ""marriage"".","Or called out Hillary for supporting infanticide and millenial ""marriage"".","Or called out Hillary for supporting infanticide and elderly ""marriage"".","Or called out Hillary for supporting infanticide and blind ""marriage"".","Or called out Hillary for supporting infanticide and deaf ""marriage"".","Or called out Hillary for supporting infanticide and lesbian ""marriage""."
